GO_ID	GO_Name	Aspect	Accession_Count	Accessions
GO:0005347	ATP transmembrane transporter activity	Molecular_Function	28	Dcitr03g1076012;Dcitr04g1085011;Dcitr08g0174011;Dcitr09g0626011;Dcitr05g0612011;Dcitr03g1092011;Dcitr09g0627011;Dcitr07g1097011;Dcitr05g0349011;Dcitr01g0498011;Dcitr07g0217012;Dcitr05g0338011;Dcitr12g0746011;Dcitr07g1095011;Dcitr05g0638011;Dcitr07g0217011;Dcitr07g0221011;Dcitr05g0348011;Dcitr05g0339011;Dcitr03g1191011;Dcitr02g0642011;Dcitr02g0645011;Dcitr03g1193011;Dcitr07g1056011;Dcitr07g0217013;Dcitr03g1076011;Dcitr04g1068011;Dcitr04g1082011
GO:0004784	superoxide dismutase activity	Molecular_Function	8	Dcitr05g0584011;Dcitr01g0621011;Dcitr12g0819011;Dcitr00g0850011;Dcitr12g0844011;Dcitr05g0590011;Dcitr12g0843011;Dcitr01g0621012
GO:0019441	tryptophan catabolic process to kynurenine	Biological_Process	7	Dcitr06g0775011;Dcitr06g0776011;Dcitr03g0648011;Dcitr03g0649011;Dcitr06g0781011;Dcitr00g0322011;Dcitr03g0651011
GO:0007349	cellularization	Biological_Process	3	Dcitr03g1240011;Dcitr03g1236011;Dcitr03g1236012
GO:0003972	RNA ligase (ATP) activity	Molecular_Function	2	Dcitr10g0477011;Dcitr10g0474011
GO:0042632	cholesterol homeostasis	Biological_Process	1	Dcitr06g1554011
GO:0051879	Hsp90 protein binding	Molecular_Function	3	Dcitr08g0327011;Dcitr08g0302012;Dcitr08g0302011
GO:0005741	mitochondrial outer membrane	Cellular_Component	12	Dcitr01g0371011;Dcitr09g0290011;Dcitr02g1817011;Dcitr02g1811011;Dcitr01g0371013;Dcitr00g0733011;Dcitr11g0927011;Dcitr09g0619011;Dcitr01g2194011;Dcitr09g0292011;Dcitr01g0371012;Dcitr11g0930011
GO:0004121	cystathionine beta-lyase activity	Molecular_Function	1	Dcitr00g0692011
GO:0070449	elongin complex	Cellular_Component	4	Dcitr01g0493011;Dcitr01g1240011;Dcitr01g0493012;Dcitr01g1233011
GO:0004360	glutamine-fructose-6-phosphate transaminase (isomerizing) activity	Molecular_Function	3	Dcitr06g0624011;Dcitr06g0629011;Dcitr06g0629012
GO:0051536	iron-sulfur cluster binding	Molecular_Function	39	Dcitr02g1614011;Dcitr02g1060011;Dcitr00g0458011;Dcitr05g0495011;Dcitr08g0905011;Dcitr00g0958011;Dcitr04g0317011;Dcitr01g0337011;Dcitr02g0270011;Dcitr03g0544011;Dcitr01g2044011;Dcitr00g0579011;Dcitr02g1060012;Dcitr04g0315011;Dcitr02g0221011;Dcitr04g1509011;Dcitr02g1616011;Dcitr01g2043011;Dcitr03g1901011;Dcitr08g0299011;Dcitr04g1510011;Dcitr05g0492011;Dcitr02g1058012;Dcitr06g1144011;Dcitr08g0283011;Dcitr00g0541011;Dcitr01g0356011;Dcitr12g0123011;Dcitr02g1058011;Dcitr02g1190011;Dcitr08g0645011;Dcitr02g1612011;Dcitr01g0341011;Dcitr03g1904011;Dcitr12g0125011;Dcitr02g1616012;Dcitr02g0222011;Dcitr12g0177011;Dcitr02g1160011
GO:0003905	alkylbase DNA N-glycosylase activity	Molecular_Function	1	Dcitr07g0706011
GO:0006090	pyruvate metabolic process	Biological_Process	4	Dcitr01g0421011;Dcitr01g0420011;Dcitr09g0339011;Dcitr08g0161011
GO:0005875	microtubule associated complex	Cellular_Component	2	Dcitr11g0702011;Dcitr11g0701011
GO:0008173	RNA methyltransferase activity	Molecular_Function	15	Dcitr12g0373013;Dcitr10g0263011;Dcitr06g1448011;Dcitr12g0799011;Dcitr12g0803012;Dcitr10g0224011;Dcitr10g0235011;Dcitr10g0259011;Dcitr12g0373011;Dcitr06g1447011;Dcitr02g1713012;Dcitr10g0224012;Dcitr12g0373012;Dcitr12g0803011;Dcitr02g1713011
GO:0035082	axoneme assembly	Biological_Process	1	Dcitr07g0685011
GO:0006392	transcription elongation from mitochondrial promoter	Biological_Process	1	Dcitr10g0138011
GO:0051560	mitochondrial calcium ion homeostasis	Biological_Process	4	Dcitr08g1053012;Dcitr08g1054011;Dcitr08g1053011;Dcitr08g1050011
GO:0006744	ubiquinone biosynthetic process	Biological_Process	16	Dcitr09g0433013;Dcitr00g0372011;Dcitr03g1252011;Dcitr09g0433012;Dcitr05g1323011;Dcitr05g1320011;Dcitr12g0239011;Dcitr02g1702011;Dcitr09g0434011;Dcitr12g0238011;Dcitr03g1246011;Dcitr00g0660011;Dcitr03g1254011;Dcitr12g0241011;Dcitr00g0663011;Dcitr09g0433011
GO:0097111	endoplasmic reticulum-Golgi intermediate compartment organization	Biological_Process	2	Dcitr05g0355011;Dcitr05g0350011
GO:0006144	purine nucleobase metabolic process	Biological_Process	3	Dcitr05g1709013;Dcitr05g1709011;Dcitr05g1709012
GO:0050808	synapse organization	Biological_Process	3	Dcitr12g0399011;Dcitr12g0402011;Dcitr08g0992011
GO:0007098	centrosome cycle	Biological_Process	2	Dcitr04g0773011;Dcitr04g0777011
GO:0034477	U6 snRNA 3'-end processing	Biological_Process	2	Dcitr02g1960011;Dcitr02g1961011
GO:0006221	pyrimidine nucleotide biosynthetic process	Biological_Process	4	Dcitr10g0506011;Dcitr07g0763011;Dcitr07g0754011;Dcitr01g0976011
GO:0070988	demethylation	Biological_Process	2	Dcitr12g0370011;Dcitr12g0369011
GO:0016742	hydroxymethyl-, formyl- and related transferase activity	Molecular_Function	7	Dcitr08g1052011;Dcitr02g0451011;Dcitr02g0446011;Dcitr02g0471011;Dcitr02g0448011;Dcitr08g1048011;Dcitr02g0472011
GO:0008479	queuine tRNA-ribosyltransferase activity	Molecular_Function	3	Dcitr05g0301011;Dcitr04g0253011;Dcitr05g0308011
GO:0004500	dopamine beta-monooxygenase activity	Molecular_Function	3	Dcitr01g0795011;Dcitr03g1082011;Dcitr03g1086011
GO:0006825	copper ion transport	Biological_Process	4	Dcitr01g1574011;Dcitr01g0878013;Dcitr01g0878012;Dcitr01g0878011
GO:0042600	egg chorion	Cellular_Component	9	Dcitr07g1289011;Dcitr07g1290011;Dcitr07g0657011;Dcitr07g0658011;Dcitr08g0308011;Dcitr01g1129011;Dcitr07g0742012;Dcitr07g0742011;Dcitr08g0272011
GO:0071209	U7 snRNA binding	Molecular_Function	2	Dcitr02g0331011;Dcitr02g0319011
GO:0032783	super elongation complex	Cellular_Component	1	Dcitr01g2095011
GO:0030414	peptidase inhibitor activity	Molecular_Function	11	Dcitr01g1010011;Dcitr11g0472011;Dcitr03g1826011;Dcitr03g1828011;Dcitr01g1070011;Dcitr11g0472015;Dcitr01g1067011;Dcitr01g1011011;Dcitr02g1858011;Dcitr11g0472013;Dcitr11g0472014
GO:0016787	hydrolase activity	Molecular_Function	140	Dcitr01g0474011;Dcitr08g0597011;Dcitr03g1874013;Dcitr05g0912011;Dcitr02g1199011;Dcitr00g1107011;Dcitr02g0681011;Dcitr01g0512011;Dcitr06g1037011;Dcitr07g0133011;Dcitr02g1668011;Dcitr11g0234011;Dcitr11g0442011;Dcitr08g0806011;Dcitr12g0541011;Dcitr03g1874011;Dcitr06g1522011;Dcitr10g0848011;Dcitr00g1109011;Dcitr12g0506011;Dcitr03g1261011;Dcitr03g1784011;Dcitr03g1691011;Dcitr01g1277011;Dcitr08g0810011;Dcitr05g0355011;Dcitr03g0741011;Dcitr00g1037011;Dcitr06g1056011;Dcitr00g0414011;Dcitr03g0658011;Dcitr01g1379011;Dcitr01g1786011;Dcitr02g2015011;Dcitr01g1687011;Dcitr12g0655011;Dcitr05g1352011;Dcitr04g1472011;Dcitr02g1206011;Dcitr03g1526011;Dcitr05g0666011;Dcitr03g1032011;Dcitr10g0570011;Dcitr13g0537011;Dcitr04g0697011;Dcitr01g1877011;Dcitr03g0804011;Dcitr04g0395011;Dcitr05g0660011;Dcitr12g0509011;Dcitr01g0424011;Dcitr03g1691014;Dcitr12g0504011;Dcitr03g0736011;Dcitr03g1450011;Dcitr03g0944011;Dcitr12g0540011;Dcitr01g0953011;Dcitr01g1377011;Dcitr05g0671011;Dcitr03g1691013;Dcitr03g1265011;Dcitr05g0350011;Dcitr03g1791011;Dcitr06g1041011;Dcitr01g1133011;Dcitr03g1791012;Dcitr12g0277011;Dcitr04g0300011;Dcitr10g0849011;Dcitr01g0537011;Dcitr03g1030011;Dcitr05g0799011;Dcitr11g0441011;Dcitr03g1691012;Dcitr00g0592011;Dcitr01g1659011;Dcitr03g0948011;Dcitr00g1051011;Dcitr01g1659012;Dcitr01g1873011;Dcitr06g0831011;Dcitr03g0736012;Dcitr01g1349011;Dcitr06g0285011;Dcitr11g0230011;Dcitr11g0372011;Dcitr12g0543012;Dcitr01g1274011;Dcitr00g0379011;Dcitr04g0865011;Dcitr02g1718011;Dcitr02g2016011;Dcitr06g0608011;Dcitr02g1207011;Dcitr06g1054011;Dcitr04g0860011;Dcitr02g2017011;Dcitr11g0987011;Dcitr03g1876011;Dcitr09g0192011;Dcitr07g0195011;Dcitr03g1637011;Dcitr12g0543013;Dcitr06g1055012;Dcitr04g0330011;Dcitr10g1059011;Dcitr00g1037012;Dcitr06g1055011;Dcitr06g0841011;Dcitr06g1525011;Dcitr06g0863011;Dcitr10g0568011;Dcitr07g0151012;Dcitr05g0663011;Dcitr03g1874012;Dcitr02g0962011;Dcitr03g0659011;Dcitr12g0543011;Dcitr07g0714011;Dcitr02g1200011;Dcitr01g0481011;Dcitr11g0319011;Dcitr01g0350011;Dcitr12g0499011;Dcitr02g1663011;Dcitr04g1469011;Dcitr07g0201011;Dcitr04g0174011;Dcitr01g0425011;Dcitr06g1280011;Dcitr02g0735011;Dcitr02g0954011;Dcitr05g1344011;Dcitr12g0652011;Dcitr00g1419011;Dcitr03g0805011;Dcitr07g0151011;Dcitr03g1523011;Dcitr01g1807011
GO:0071929	alpha-tubulin acetylation	Biological_Process	1	Dcitr05g0196011
GO:0071439	clathrin complex	Cellular_Component	1	Dcitr11g0314011
GO:0032777	Piccolo NuA4 histone acetyltransferase complex	Cellular_Component	1	Dcitr10g0855011
GO:0004143	diacylglycerol kinase activity	Molecular_Function	15	Dcitr09g0908011;Dcitr07g0879011;Dcitr07g0876011;Dcitr06g1397011;Dcitr01g1827011;Dcitr06g1403011;Dcitr09g0907011;Dcitr06g1402011;Dcitr06g1399011;Dcitr01g1826011;Dcitr06g1398011;Dcitr06g1396011;Dcitr09g0903011;Dcitr07g0879012;Dcitr09g0904011
GO:0006562	proline catabolic process	Biological_Process	2	Dcitr00g1265011;Dcitr00g1358011
GO:0030036	actin cytoskeleton organization	Biological_Process	21	Dcitr02g1454011;Dcitr10g0960011;Dcitr02g0935011;Dcitr06g0311011;Dcitr02g0934011;Dcitr10g0754011;Dcitr10g0760011;Dcitr04g0285011;Dcitr01g1871011;Dcitr07g0582011;Dcitr05g0189011;Dcitr02g1450011;Dcitr08g0842011;Dcitr07g0582012;Dcitr08g0765011;Dcitr08g0843011;Dcitr01g1381011;Dcitr07g0586011;Dcitr10g0753011;Dcitr10g0756011;Dcitr08g0845011
GO:0050353	trimethyllysine dioxygenase activity	Molecular_Function	1	Dcitr12g0607011
GO:0004821	histidine-tRNA ligase activity	Molecular_Function	1	Dcitr04g0744011
GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	Biological_Process	3	Dcitr02g0499011;Dcitr02g0505011;Dcitr09g0508011
GO:0048019	receptor antagonist activity	Molecular_Function	1	Dcitr01g1238011
GO:0006672	ceramide metabolic process	Biological_Process	3	Dcitr01g2156011;Dcitr01g2153011;Dcitr01g2176011
GO:0008076	voltage-gated potassium channel complex	Cellular_Component	13	Dcitr10g0260011;Dcitr01g1512011;Dcitr01g1516011;Dcitr01g1514011;Dcitr05g0137011;Dcitr08g0747011;Dcitr01g1517011;Dcitr01g1742011;Dcitr05g0138011;Dcitr09g0664011;Dcitr10g0262011;Dcitr08g0747012;Dcitr05g0135011
GO:0043169	cation binding	Molecular_Function	14	Dcitr10g0147011;Dcitr05g1108011;Dcitr10g0965011;Dcitr06g1350011;Dcitr10g0149011;Dcitr10g0342012;Dcitr10g0342011;Dcitr11g0527011;Dcitr10g0555011;Dcitr10g0966011;Dcitr10g0332011;Dcitr04g0811011;Dcitr03g0666011;Dcitr11g0530011
GO:0016263	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity	Molecular_Function	2	Dcitr02g0182011;Dcitr02g0183011
GO:0003862	3-isopropylmalate dehydrogenase activity	Molecular_Function	1	Dcitr00g0914011
GO:0004984	olfactory receptor activity	Molecular_Function	25	Dcitr11g0536011;Dcitr01g0804011;Dcitr07g0832011;Dcitr11g0227011;Dcitr07g0828011;Dcitr04g1679011;Dcitr10g0281011;Dcitr02g0485011;Dcitr01g2251011;Dcitr06g1016011;Dcitr01g0123011;Dcitr11g0535011;Dcitr12g0888011;Dcitr12g0890011;Dcitr11g0855011;Dcitr11g0859011;Dcitr01g0802011;Dcitr11g0836011;Dcitr07g0827011;Dcitr01g0122011;Dcitr11g0101011;Dcitr00g0384011;Dcitr11g0222011;Dcitr07g0834011;Dcitr01g0197011
GO:0032958	inositol phosphate biosynthetic process	Biological_Process	2	Dcitr02g1372011;Dcitr01g1305011
GO:0005000	vasopressin receptor activity	Molecular_Function	4	Dcitr00g1362011;Dcitr03g0497011;Dcitr00g0609011;Dcitr02g1938011
GO:0070876	SOSS complex	Cellular_Component	2	Dcitr13g0370011;Dcitr13g0369011
GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	Molecular_Function	8	Dcitr01g1376011;Dcitr03g1418011;Dcitr01g1380011;Dcitr00g1138011;Dcitr03g1416011;Dcitr00g1516011;Dcitr00g1515011;Dcitr03g1415011
GO:0008297	single-stranded DNA exodeoxyribonuclease activity	Molecular_Function	1	Dcitr01g2204011
GO:0042276	error-prone translesion synthesis	Biological_Process	1	Dcitr01g1600011
GO:0004484	mRNA guanylyltransferase activity	Molecular_Function	1	Dcitr04g0538011
GO:0000774	adenyl-nucleotide exchange factor activity	Molecular_Function	4	Dcitr00g1221011;Dcitr03g0193011;Dcitr00g1221012;Dcitr03g0190011
GO:0042283	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	Molecular_Function	1	Dcitr06g0631011
GO:0019239	deaminase activity	Molecular_Function	5	Dcitr03g1655011;Dcitr03g1659011;Dcitr03g1656011;Dcitr09g0328011;Dcitr03g1658011
GO:0035596	methylthiotransferase activity	Molecular_Function	6	Dcitr01g0356011;Dcitr01g0337011;Dcitr12g0123011;Dcitr01g0339011;Dcitr01g0340011;Dcitr12g0120011
GO:0008424	glycoprotein 6-alpha-L-fucosyltransferase activity	Molecular_Function	1	Dcitr08g1076011
GO:0000124	SAGA complex	Cellular_Component	4	Dcitr09g0109011;Dcitr06g0376011;Dcitr06g0376012;Dcitr04g0169011
GO:0006228	UTP biosynthetic process	Biological_Process	4	Dcitr01g0861011;Dcitr01g0747011;Dcitr07g0803011;Dcitr05g0460011
GO:0016746	transferase activity, transferring acyl groups	Molecular_Function	23	Dcitr01g0421011;Dcitr04g1630011;Dcitr01g1028011;Dcitr01g1029011;Dcitr08g0258011;Dcitr08g0374011;Dcitr08g1100012;Dcitr06g0741011;Dcitr03g0565011;Dcitr08g0688011;Dcitr08g1100011;Dcitr06g0733011;Dcitr03g1687011;Dcitr03g1690011;Dcitr06g0737011;Dcitr00g0857011;Dcitr01g1258011;Dcitr03g1628011;Dcitr01g0420011;Dcitr13g0392011;Dcitr08g0251011;Dcitr13g0389011;Dcitr08g0374012
GO:0051903	S-(hydroxymethyl)glutathione dehydrogenase activity	Molecular_Function	3	Dcitr00g1104012;Dcitr00g1104011;Dcitr00g0931011
GO:0000811	GINS complex	Cellular_Component	3	Dcitr01g1693011;Dcitr00g1443011;Dcitr01g1692011
GO:0042147	retrograde transport, endosome to Golgi	Biological_Process	8	Dcitr02g1763011;Dcitr02g0870011;Dcitr08g0779011;Dcitr11g0221011;Dcitr11g0219011;Dcitr01g1137011;Dcitr13g0592011;Dcitr04g0418011
GO:0043044	ATP-dependent chromatin remodeling	Biological_Process	3	Dcitr06g0506011;Dcitr05g1345011;Dcitr04g1483011
GO:0046856	phosphatidylinositol dephosphorylation	Biological_Process	17	Dcitr11g0380012;Dcitr11g0380011;Dcitr11g0364011;Dcitr06g1459011;Dcitr06g1459012;Dcitr04g0593011;Dcitr07g0188011;Dcitr11g0384011;Dcitr07g0180011;Dcitr06g1295011;Dcitr12g0554011;Dcitr12g0362011;Dcitr09g0640011;Dcitr06g1457011;Dcitr07g0186011;Dcitr06g1293011;Dcitr04g0590011
GO:0008810	cellulase activity	Molecular_Function	1	Dcitr02g0355011
GO:0072357	PTW/PP1 phosphatase complex	Cellular_Component	2	Dcitr11g0234011;Dcitr03g1450011
GO:0003878	ATP citrate synthase activity	Molecular_Function	1	Dcitr01g1165011
GO:0000055	ribosomal large subunit export from nucleus	Biological_Process	2	Dcitr04g0285011;Dcitr11g0302011
GO:0007249	I-kappaB kinase/NF-kappaB signaling	Biological_Process	1	Dcitr00g0619011
GO:0003963	RNA-3'-phosphate cyclase activity	Molecular_Function	3	Dcitr05g1697011;Dcitr05g1694011;Dcitr05g1696011
GO:0034470	ncRNA processing	Biological_Process	2	Dcitr06g1314011;Dcitr06g1311011
GO:0043546	molybdopterin cofactor binding	Molecular_Function	2	Dcitr03g1642011;Dcitr03g1643011
GO:0071986	Ragulator complex	Cellular_Component	3	Dcitr05g1219011;Dcitr06g1554011;Dcitr09g0198011
GO:0055037	recycling endosome	Cellular_Component	1	Dcitr04g0943011
GO:0006166	purine ribonucleoside salvage	Biological_Process	2	Dcitr01g0711011;Dcitr01g0711012
GO:1902560	GMP reductase complex	Cellular_Component	5	Dcitr11g0450014;Dcitr11g0450011;Dcitr11g0450013;Dcitr11g0450015;Dcitr11g0450012
GO:0004555	alpha,alpha-trehalase activity	Molecular_Function	9	Dcitr07g0715011;Dcitr00g0897012;Dcitr08g0922011;Dcitr00g0897011;Dcitr07g0400011;Dcitr00g0898011;Dcitr07g0716011;Dcitr07g0403011;Dcitr07g0718011
GO:0042555	MCM complex	Cellular_Component	15	Dcitr09g0135011;Dcitr00g0381011;Dcitr13g0332011;Dcitr13g0320011;Dcitr02g0472011;Dcitr09g0134011;Dcitr03g0959011;Dcitr09g0128011;Dcitr07g1118011;Dcitr13g0331011;Dcitr07g1120011;Dcitr03g0961011;Dcitr00g1508011;Dcitr09g0555011;Dcitr09g0557011
GO:0006568	tryptophan metabolic process	Biological_Process	2	Dcitr00g0294011;Dcitr00g0293011
GO:0042491	inner ear auditory receptor cell differentiation	Biological_Process	2	Dcitr01g1382011;Dcitr01g1384011
GO:0047150	betaine-homocysteine S-methyltransferase activity	Molecular_Function	1	Dcitr04g0132011
GO:0003341	cilium movement	Biological_Process	1	Dcitr05g1354011
GO:0004822	isoleucine-tRNA ligase activity	Molecular_Function	2	Dcitr06g0658011;Dcitr06g0665011
GO:0006491	N-glycan processing	Biological_Process	5	Dcitr02g1010011;Dcitr02g1015011;Dcitr02g1011011;Dcitr02g1009011;Dcitr02g1005011
GO:0070588	calcium ion transmembrane transport	Biological_Process	29	Dcitr08g0756013;Dcitr08g0507011;Dcitr12g0936011;Dcitr08g0756012;Dcitr13g0372011;Dcitr06g0369011;Dcitr10g0499011;Dcitr02g1119011;Dcitr02g1117011;Dcitr08g0742011;Dcitr04g1173011;Dcitr08g1140011;Dcitr08g0756014;Dcitr12g0939011;Dcitr08g0756015;Dcitr04g0444011;Dcitr12g0938011;Dcitr03g0591011;Dcitr10g0501011;Dcitr13g0372012;Dcitr08g0756011;Dcitr04g1175011;Dcitr08g0739011;Dcitr02g1113011;Dcitr08g0505011;Dcitr08g0728011;Dcitr02g1545011;Dcitr06g0368011;Dcitr07g1158011
GO:0009247	glycolipid biosynthetic process	Biological_Process	3	Dcitr03g1843011;Dcitr03g1845011;Dcitr03g1840011
GO:0042284	sphingolipid delta-4 desaturase activity	Molecular_Function	1	Dcitr08g0794011
GO:0000027	ribosomal large subunit assembly	Biological_Process	5	Dcitr01g1653011;Dcitr06g0505011;Dcitr09g0289011;Dcitr01g1649011;Dcitr00g0492011
GO:0004731	purine-nucleoside phosphorylase activity	Molecular_Function	1	Dcitr12g0516011
GO:0008320	protein transmembrane transporter activity	Molecular_Function	2	Dcitr02g1817011;Dcitr02g1811011
GO:0001607	neuromedin U receptor activity	Molecular_Function	1	Dcitr06g1069011
GO:0001682	tRNA 5'-leader removal	Biological_Process	7	Dcitr03g1550011;Dcitr03g1562011;Dcitr12g0741012;Dcitr12g0741013;Dcitr01g1106011;Dcitr12g0741011;Dcitr01g1113011
GO:0003844	1,4-alpha-glucan branching enzyme activity	Molecular_Function	2	Dcitr10g0147011;Dcitr10g0149011
GO:0000470	maturation of LSU-rRNA	Biological_Process	2	Dcitr00g0492011;Dcitr09g0289011
GO:0018216	peptidyl-arginine methylation	Biological_Process	4	Dcitr03g1960011;Dcitr04g0480011;Dcitr06g0126011;Dcitr03g1967011
GO:0000900	translation repressor activity, mRNA regulatory element binding	Molecular_Function	2	Dcitr03g1338011;Dcitr03g1341011
GO:0005049	nuclear export signal receptor activity	Molecular_Function	6	Dcitr02g1992011;Dcitr02g1992012;Dcitr02g1995011;Dcitr02g0111011;Dcitr02g0113011;Dcitr02g0112011
GO:0006631	fatty acid metabolic process	Biological_Process	8	Dcitr02g1436011;Dcitr04g0830011;Dcitr01g1690011;Dcitr12g0863011;Dcitr01g1188011;Dcitr04g0831011;Dcitr06g0957011;Dcitr06g0971011
GO:0032486	Rap protein signal transduction	Biological_Process	1	Dcitr02g1911011
GO:0009972	cytidine deamination	Biological_Process	1	Dcitr01g1687011
GO:0031965	nuclear membrane	Cellular_Component	1	Dcitr01g0262011
